complaint_id,date_complaint,date_resolved,category,zone,priority,department,citizen_satisfaction,complaint_text,resolution_delay,severity_score,complaint_month,complaint_month_name,complaint_day_of_week,complaint_week
CMP004765,2024-08-11,2024-08-25,Public Safety,West Zone,Low,Police Department,3,Unsafe area at night in West Zone,14,1,8,August,Sunday,32
CMP004766,2024-03-02,2024-03-26,Road Damage,North Zone,Low,Roads Department,2,Uneven road surface in North Zone,24,1,3,March,Saturday,9
CMP004767,2024-10-20,2024-11-17,Water Supply,South Zone,Low,Water Department,2,Low water pressure in South Zone,28,1,10,October,Sunday,42
CMP004768,2024-08-26,2024-09-06,Road Damage,West Zone,High,Roads Department,4,Uneven road surface in West Zone,11,3,8,August,Monday,35
CMP004769,2024-07-13,2024-07-20,Traffic Congestion,South Zone,High,Traffic Department,3,Heavy traffic jam in South Zone,7,3,7,July,Saturday,28
CMP004770,2024-06-14,2024-07-09,Garbage Collection,West Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in West Zone,25,1,6,June,Friday,24
CMP004771,2024-08-09,2024-08-30,Traffic Congestion,Central Zone,Low,Traffic Department,3,Signal not working in Central Zone,21,1,8,August,Friday,32
CMP004772,2024-03-01,2024-03-11,Traffic Congestion,West Zone,High,Traffic Department,4,Heavy traffic jam in West Zone,10,3,3,March,Friday,9
CMP004773,2024-05-08,2024-05-19,Road Damage,South Zone,Low,Roads Department,2,Road cracking in South Zone,11,1,5,May,Wednesday,19
CMP004774,2024-06-21,2024-07-06,Drainage Problem,Central Zone,Medium,Drainage Department,2,Sewage overflow in Central Zone,15,2,6,June,Friday,25
CMP004775,2024-06-04,2024-06-23,Garbage Collection,North Zone,Medium,Sanitation Department,3,Overflowing trash bins in North Zone,19,2,6,June,Tuesday,23
CMP004776,2024-04-19,2024-05-05,Road Damage,West Zone,High,Roads Department,3,Road cracking in West Zone,16,3,4,April,Friday,16
CMP004777,2024-09-25,2024-10-17,Water Supply,North Zone,Medium,Water Department,2,No water since morning in North Zone,22,2,9,September,Wednesday,39
CMP004778,2024-12-21,2025-01-11,Water Supply,North Zone,Low,Water Department,2,Low water pressure in North Zone,21,1,12,December,Saturday,51
CMP004779,2024-10-04,2024-11-01,Garbage Collection,Central Zone,High,Sanitation Department,2,Overflowing trash bins in Central Zone,28,3,10,October,Friday,40
CMP004780,2024-03-14,2024-04-03,Water Supply,South Zone,Low,Water Department,3,Water supply irregular in South Zone,20,1,3,March,Thursday,11
CMP004781,2024-07-25,2024-08-06,Garbage Collection,West Zone,Low,Sanitation Department,2,Overflowing trash bins in West Zone,12,1,7,July,Thursday,30
CMP004782,2024-10-05,2024-10-23,Garbage Collection,South Zone,Low,Sanitation Department,1,Overflowing trash bins in South Zone,18,1,10,October,Saturday,40
CMP004783,2024-11-21,2024-12-14,Garbage Collection,West Zone,High,Sanitation Department,1,Overflowing trash bins in West Zone,23,3,11,November,Thursday,47
CMP004784,2024-12-05,2024-12-18,Street Light Failure,Central Zone,Medium,Electricity Department,4,Dark area at night in Central Zone,13,2,12,December,Thursday,49
CMP004785,2024-12-22,2024-12-27,Garbage Collection,East Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in East Zone,5,1,12,December,Sunday,51
CMP004786,2024-12-05,2024-12-09,Street Light Failure,East Zone,Medium,Electricity Department,4,Faulty street lamp in East Zone,4,2,12,December,Thursday,49
CMP004787,2024-07-22,2024-08-19,Garbage Collection,West Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in West Zone,28,1,7,July,Monday,30
CMP004788,2024-06-09,2024-06-23,Garbage Collection,Central Zone,High,Sanitation Department,2,Missed garbage pickup in Central Zone,14,3,6,June,Sunday,23
CMP004789,2024-01-28,2024-02-05,Water Supply,South Zone,Low,Water Department,4,Water supply irregular in South Zone,8,1,1,January,Sunday,4
CMP004790,2024-09-13,2024-09-22,Garbage Collection,West Zone,Medium,Sanitation Department,2,Missed garbage pickup in West Zone,9,2,9,September,Friday,37
CMP004791,2024-06-13,2024-07-08,Road Damage,South Zone,Medium,Roads Department,2,Uneven road surface in South Zone,25,2,6,June,Thursday,24
CMP004792,2024-03-03,2024-03-22,Water Supply,North Zone,Low,Water Department,2,No water since morning in North Zone,19,1,3,March,Sunday,9
CMP004793,2024-01-22,2024-01-25,Public Safety,North Zone,High,Police Department,5,Unsafe area at night in North Zone,3,3,1,January,Monday,4
CMP004794,2024-03-10,2024-03-15,Public Safety,West Zone,Low,Police Department,4,Missing street signs in West Zone,5,1,3,March,Sunday,10
CMP004795,2024-04-05,2024-04-26,Water Supply,Central Zone,Medium,Water Department,3,Low water pressure in Central Zone,21,2,4,April,Friday,14
CMP004796,2024-06-11,2024-07-07,Traffic Congestion,South Zone,Medium,Traffic Department,3,Heavy traffic jam in South Zone,26,2,6,June,Tuesday,24
CMP004797,2024-03-19,2024-04-06,Garbage Collection,East Zone,Medium,Sanitation Department,2,Overflowing trash bins in East Zone,18,2,3,March,Tuesday,12
CMP004798,2024-01-05,2024-01-06,Road Damage,West Zone,Low,Roads Department,5,Road cracking in West Zone,1,1,1,January,Friday,1
CMP004799,2024-11-11,2024-11-19,Traffic Congestion,East Zone,High,Traffic Department,3,Heavy traffic jam in East Zone,8,3,11,November,Monday,46
CMP004800,2024-04-29,2024-05-18,Garbage Collection,Central Zone,Low,Sanitation Department,3,Missed garbage pickup in Central Zone,19,1,4,April,Monday,18
CMP004801,2024-10-28,2024-11-14,Garbage Collection,South Zone,Medium,Sanitation Department,2,Missed garbage pickup in South Zone,17,2,10,October,Monday,44
CMP004802,2024-06-26,2024-07-13,Garbage Collection,North Zone,Medium,Sanitation Department,1,Garbage not collected for 3 days in North Zone,17,2,6,June,Wednesday,26
CMP004803,2024-06-24,2024-07-05,Water Supply,North Zone,High,Water Department,4,Water supply irregular in North Zone,11,3,6,June,Monday,26
CMP004804,2024-08-04,2024-08-06,Road Damage,Central Zone,Medium,Roads Department,5,Uneven road surface in Central Zone,2,2,8,August,Sunday,31
CMP004805,2024-02-25,2024-03-02,Water Supply,Central Zone,Low,Water Department,4,No water since morning in Central Zone,6,1,2,February,Sunday,8
CMP004806,2024-07-05,2024-07-27,Water Supply,South Zone,High,Water Department,2,Low water pressure in South Zone,22,3,7,July,Friday,27
CMP004807,2024-08-19,2024-09-02,Road Damage,North Zone,Low,Roads Department,2,Large pothole on main road in North Zone,14,1,8,August,Monday,34
CMP004808,2024-09-11,2024-09-14,Traffic Congestion,East Zone,Low,Traffic Department,5,Road blocked due to congestion in East Zone,3,1,9,September,Wednesday,37
CMP004809,2024-04-13,2024-04-25,Garbage Collection,West Zone,High,Sanitation Department,4,Garbage not collected for 3 days in West Zone,12,3,4,April,Saturday,15
CMP004810,2024-03-17,2024-03-21,Traffic Congestion,West Zone,Medium,Traffic Department,3,Heavy traffic jam in West Zone,4,2,3,March,Sunday,11
CMP004811,2024-08-17,2024-08-29,Street Light Failure,Central Zone,Low,Electricity Department,3,Street light not working for a week in Central Zone,12,1,8,August,Saturday,33
CMP004812,2024-09-14,2024-09-27,Traffic Congestion,West Zone,Medium,Traffic Department,3,Heavy traffic jam in West Zone,13,2,9,September,Saturday,37
CMP004813,2024-09-20,2024-09-22,Traffic Congestion,Central Zone,Low,Traffic Department,4,Road blocked due to congestion in Central Zone,2,1,9,September,Friday,38
CMP004814,2024-11-26,2024-11-28,Road Damage,East Zone,Low,Roads Department,5,Uneven road surface in East Zone,2,1,11,November,Tuesday,48
CMP004815,2024-06-30,2024-07-15,Garbage Collection,South Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in South Zone,15,1,6,June,Sunday,26
CMP004816,2024-09-12,2024-10-05,Road Damage,West Zone,Medium,Roads Department,1,Large pothole on main road in West Zone,23,2,9,September,Thursday,37
CMP004817,2024-02-07,2024-03-07,Public Safety,East Zone,Medium,Police Department,2,Missing street signs in East Zone,29,2,2,February,Wednesday,6
CMP004818,2024-06-24,2024-07-11,Road Damage,South Zone,Medium,Roads Department,1,Uneven road surface in South Zone,17,2,6,June,Monday,26
CMP004819,2024-01-27,2024-02-03,Garbage Collection,North Zone,Low,Sanitation Department,4,Overflowing trash bins in North Zone,7,1,1,January,Saturday,4
CMP004820,2024-10-02,2024-10-30,Garbage Collection,East Zone,Medium,Sanitation Department,2,Missed garbage pickup in East Zone,28,2,10,October,Wednesday,40
CMP004821,2024-05-19,2024-06-02,Public Safety,East Zone,Low,Police Department,2,Unsafe area at night in East Zone,14,1,5,May,Sunday,20
CMP004822,2024-10-25,2024-11-06,Garbage Collection,East Zone,Medium,Sanitation Department,3,Overflowing trash bins in East Zone,12,2,10,October,Friday,43
CMP004823,2024-10-13,2024-10-30,Garbage Collection,North Zone,High,Sanitation Department,2,Overflowing trash bins in North Zone,17,3,10,October,Sunday,41
CMP004824,2024-03-31,2024-04-14,Water Supply,East Zone,Low,Water Department,3,Water supply irregular in East Zone,14,1,3,March,Sunday,13
CMP004825,2024-03-01,2024-03-07,Public Safety,North Zone,Medium,Police Department,4,Missing street signs in North Zone,6,2,3,March,Friday,9
CMP004826,2024-12-30,2025-01-18,Water Supply,West Zone,High,Water Department,2,Water supply irregular in West Zone,19,3,12,December,Monday,1
CMP004827,2024-12-12,2025-01-05,Water Supply,East Zone,Low,Water Department,2,Low water pressure in East Zone,24,1,12,December,Thursday,50
CMP004828,2024-06-11,2024-06-17,Street Light Failure,West Zone,Medium,Electricity Department,4,Dark area at night in West Zone,6,2,6,June,Tuesday,24
CMP004829,2024-12-16,2025-01-12,Garbage Collection,West Zone,Medium,Sanitation Department,2,Overflowing trash bins in West Zone,27,2,12,December,Monday,51
CMP004830,2024-05-22,2024-06-09,Drainage Problem,West Zone,Low,Drainage Department,1,Blocked drain causing water logging in West Zone,18,1,5,May,Wednesday,21
CMP004831,2024-09-09,2024-10-03,Road Damage,West Zone,Medium,Roads Department,3,Road cracking in West Zone,24,2,9,September,Monday,37
CMP004832,2024-09-25,2024-09-30,Road Damage,East Zone,Medium,Roads Department,5,Large pothole on main road in East Zone,5,2,9,September,Wednesday,39
CMP004833,2024-10-17,2024-11-10,Drainage Problem,North Zone,Low,Drainage Department,2,Drainage pipe broken in North Zone,24,1,10,October,Thursday,42
CMP004834,2024-07-05,2024-07-29,Public Safety,West Zone,Low,Police Department,3,Unsafe area at night in West Zone,24,1,7,July,Friday,27
CMP004835,2024-10-30,2024-11-05,Water Supply,East Zone,High,Water Department,4,Low water pressure in East Zone,6,3,10,October,Wednesday,44
CMP004836,2024-10-17,2024-10-19,Garbage Collection,East Zone,Medium,Sanitation Department,4,Garbage not collected for 3 days in East Zone,2,2,10,October,Thursday,42
CMP004837,2024-03-26,2024-04-03,Traffic Congestion,South Zone,Low,Traffic Department,4,Heavy traffic jam in South Zone,8,1,3,March,Tuesday,13
CMP004838,2024-06-14,2024-06-29,Water Supply,Central Zone,Low,Water Department,3,No water since morning in Central Zone,15,1,6,June,Friday,24
CMP004839,2024-04-23,2024-05-08,Public Safety,South Zone,Medium,Police Department,1,Suspicious activity in South Zone,15,2,4,April,Tuesday,17
CMP004840,2024-12-21,2025-01-01,Public Safety,South Zone,Low,Police Department,3,Unsafe area at night in South Zone,11,1,12,December,Saturday,51
CMP004841,2024-07-01,2024-07-23,Garbage Collection,Central Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in Central Zone,22,1,7,July,Monday,27
CMP004842,2024-07-25,2024-08-16,Public Safety,West Zone,Medium,Police Department,3,Suspicious activity in West Zone,22,2,7,July,Thursday,30
CMP004843,2024-09-12,2024-10-06,Water Supply,North Zone,Medium,Water Department,1,Water supply irregular in North Zone,24,2,9,September,Thursday,37
CMP004844,2024-08-22,2024-08-23,Street Light Failure,Central Zone,Low,Electricity Department,4,Dark area at night in Central Zone,1,1,8,August,Thursday,34
CMP004845,2024-12-20,2025-01-07,Garbage Collection,South Zone,Low,Sanitation Department,1,Overflowing trash bins in South Zone,18,1,12,December,Friday,51
CMP004846,2024-01-03,2024-01-15,Drainage Problem,West Zone,Low,Drainage Department,3,Blocked drain causing water logging in West Zone,12,1,1,January,Wednesday,1
CMP004847,2024-07-26,2024-08-07,Street Light Failure,East Zone,Low,Electricity Department,4,Dark area at night in East Zone,12,1,7,July,Friday,30
CMP004848,2024-07-15,2024-08-09,Street Light Failure,East Zone,Low,Electricity Department,2,Faulty street lamp in East Zone,25,1,7,July,Monday,29
CMP004849,2024-12-06,2024-12-17,Drainage Problem,West Zone,Low,Drainage Department,4,Drainage pipe broken in West Zone,11,1,12,December,Friday,49
CMP004850,2024-05-04,2024-06-01,Road Damage,North Zone,Low,Roads Department,2,Uneven road surface in North Zone,28,1,5,May,Saturday,18
CMP004851,2024-05-17,2024-05-25,Water Supply,North Zone,Low,Water Department,3,No water since morning in North Zone,8,1,5,May,Friday,20
CMP004852,2024-12-04,2025-01-01,Drainage Problem,West Zone,High,Drainage Department,1,Drainage pipe broken in West Zone,28,3,12,December,Wednesday,49
CMP004853,2024-01-25,2024-02-01,Traffic Congestion,South Zone,Low,Traffic Department,4,Signal not working in South Zone,7,1,1,January,Thursday,4
CMP004854,2024-03-08,2024-03-31,Public Safety,Central Zone,Low,Police Department,1,Suspicious activity in Central Zone,23,1,3,March,Friday,10
CMP004855,2024-03-01,2024-03-22,Public Safety,East Zone,Low,Police Department,2,Unsafe area at night in East Zone,21,1,3,March,Friday,9
CMP004856,2024-01-29,2024-01-31,Water Supply,North Zone,Low,Water Department,4,Water supply irregular in North Zone,2,1,1,January,Monday,5
CMP004857,2024-01-19,2024-01-30,Water Supply,West Zone,High,Water Department,2,No water since morning in West Zone,11,3,1,January,Friday,3
CMP004858,2024-06-19,2024-07-11,Garbage Collection,South Zone,Low,Sanitation Department,2,Missed garbage pickup in South Zone,22,1,6,June,Wednesday,25
CMP004859,2024-03-14,2024-03-24,Street Light Failure,North Zone,High,Electricity Department,3,Dark area at night in North Zone,10,3,3,March,Thursday,11
CMP004860,2024-03-01,2024-03-04,Water Supply,East Zone,Low,Water Department,4,No water since morning in East Zone,3,1,3,March,Friday,9
CMP004861,2024-06-01,2024-06-21,Traffic Congestion,Central Zone,High,Traffic Department,2,Signal not working in Central Zone,20,3,6,June,Saturday,22
CMP004862,2024-10-02,2024-10-31,Garbage Collection,East Zone,Low,Sanitation Department,2,Missed garbage pickup in East Zone,29,1,10,October,Wednesday,40
CMP004863,2024-02-17,2024-02-27,Garbage Collection,South Zone,Low,Sanitation Department,3,Missed garbage pickup in South Zone,10,1,2,February,Saturday,7
CMP004864,2024-07-29,2024-08-26,Garbage Collection,East Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in East Zone,28,1,7,July,Monday,31
CMP004865,2024-12-08,2025-01-04,Garbage Collection,North Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in North Zone,27,1,12,December,Sunday,49
CMP004866,2024-05-18,2024-06-05,Street Light Failure,North Zone,Medium,Electricity Department,3,Street light not working for a week in North Zone,18,2,5,May,Saturday,20
CMP004867,2024-04-19,2024-05-03,Garbage Collection,West Zone,Low,Sanitation Department,3,Missed garbage pickup in West Zone,14,1,4,April,Friday,16
CMP004868,2024-07-01,2024-07-19,Garbage Collection,Central Zone,Medium,Sanitation Department,1,Garbage not collected for 3 days in Central Zone,18,2,7,July,Monday,27
CMP004869,2024-01-28,2024-02-25,Garbage Collection,North Zone,Low,Sanitation Department,1,Overflowing trash bins in North Zone,28,1,1,January,Sunday,4
CMP004870,2024-07-15,2024-08-08,Traffic Congestion,East Zone,Low,Traffic Department,2,Road blocked due to congestion in East Zone,24,1,7,July,Monday,29
CMP004871,2024-07-09,2024-07-17,Traffic Congestion,Central Zone,Low,Traffic Department,3,Heavy traffic jam in Central Zone,8,1,7,July,Tuesday,28
CMP004872,2024-11-10,2024-11-20,Garbage Collection,North Zone,Medium,Sanitation Department,3,Garbage not collected for 3 days in North Zone,10,2,11,November,Sunday,45
CMP004873,2024-02-20,2024-03-13,Traffic Congestion,North Zone,Low,Traffic Department,1,Signal not working in North Zone,22,1,2,February,Tuesday,8
CMP004874,2024-05-28,2024-06-10,Water Supply,Central Zone,Low,Water Department,3,Low water pressure in Central Zone,13,1,5,May,Tuesday,22
CMP004875,2024-09-24,2024-10-15,Garbage Collection,West Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in West Zone,21,1,9,September,Tuesday,39
CMP004876,2024-02-19,2024-02-27,Street Light Failure,North Zone,High,Electricity Department,3,Faulty street lamp in North Zone,8,3,2,February,Monday,8
CMP004877,2024-09-02,2024-09-06,Garbage Collection,South Zone,Medium,Sanitation Department,4,Missed garbage pickup in South Zone,4,2,9,September,Monday,36
